latitude;longitude;species
38.808948;-8.918066;2490313
38.808948;-8.918066;5845582
38.808948;-8.918066;5231190
38.808948;-8.918066;2474051
38.808948;-8.918066;2492822
38.808948;-8.918066;2490298
38.808948;-8.918066;2480482
38.808948;-8.918066;2492962
38.808948;-8.918066;4408759
38.808948;-8.918066;2489104
38.808948;-8.918066;7341500
38.808948;-8.918066;5231438
38.808948;-8.918066;7806848
38.891567;-8.938751;2492943
41.000565;-6.939647;2492867
41.000565;-6.939647;5231918
41.000565;-6.939647;2492944
41.000565;-6.939647;2493070
40.892753;-6.961427;2497701
41.000565;-6.939647;7634625
41.000565;-6.939647;2495455
41.000565;-6.939647;2495708
41.000565;-6.939647;2493214
40.892753;-6.961427;2497921
41.000565;-6.939647;2490774
41.000565;-6.939647;2488949
41.000565;-6.939647;7660710
41.000565;-6.939647;6095119
41.000565;-6.939647;2492950
38.859427;-8.779299;2490774
38.859427;-8.779299;2494200
38.859427;-8.779299;2480685
38.859427;-8.779299;2493070
38.877186;-8.385433;2482501
38.877186;-8.385433;8095051
38.877186;-8.385433;5230791
38.877186;-8.385433;2475443
38.877186;-8.385433;7626513
38.877186;-8.385433;2487879
38.877186;-8.385433;7634625
38.877186;-8.385433;8097467
38.877186;-8.385433;2490719
38.877186;-8.385433;5845582
38.877186;-8.385433;2478523
38.877186;-8.385433;2492956
38.877186;-8.385433;2493660
38.877186;-8.385433;2489214
38.877186;-8.385433;2494200
38.877186;-8.385433;2489160
38.877186;-8.385433;2494686
38.877186;-8.385433;2493012
38.877186;-8.385433;8012314
38.877186;-8.385433;2487883
38.877186;-8.385433;7660710
38.877186;-8.385433;5231918
38.877186;-8.385433;5229493
38.877186;-8.385433;2493070
38.877186;-8.385433;4408759
38.877186;-8.385433;2492350
38.877186;-8.385433;2493214
38.877186;-8.385433;2477950
38.877186;-8.385433;5231438
38.877186;-8.385433;2492962
38.877186;-8.385433;2492822
38.877186;-8.385433;2492576
38.877186;-8.385433;2477968
38.877186;-8.385433;2490774
38.877186;-8.385433;5231190
38.877186;-8.385433;2492867
38.877186;-8.385433;2490604
38.877186;-8.385433;2489104
38.68484;-8.470631;2493070
41.080257;-7.141371;2497701
41.090479;-6.808627;5228676
38.891567;-8.938751;2480685
37.133822;-8.617315;5230791
37.133822;-8.617315;6095119
37.133822;-8.617315;2490313
37.133822;-8.617315;2489160
37.133822;-8.617315;2492822
37.702049;-8.085147;5228228
37.702049;-8.085147;2474921
37.702049;-8.085147;2475365
37.702049;-8.085147;2475443
37.702049;-8.085147;2488949
37.702049;-8.085147;2493214
37.640403;-7.661548;2481057
37.702049;-8.085147;5231235
37.702049;-8.085147;2490613
37.702049;-8.085147;5229167
37.702049;-8.085147;2480495
37.702049;-8.085147;5231209
37.018524;-7.940448;2489214
37.018524;-7.940448;5231190
37.018524;-7.940448;5228695
37.0316;-7.9948;2489214
37.0316;-7.9948;2490719
37.0316;-7.9948;2490669
37.0316;-7.9948;5230791
37.0316;-7.9948;2475532
37.0316;-7.9948;7634625
37.0316;-7.9948;5231918
37.0316;-7.9948;2490313
37.0316;-7.9948;2493012
38.828651;-8.94814;2480666
38.828651;-8.94814;2480372
37.0316;-7.9948;7806848
37.0316;-7.9948;5845582
37.0316;-7.9948;8095051
37.0316;-7.9948;2497266
37.0316;-7.9948;2493128
37.0316;-7.9948;5231190
37.0316;-7.9948;2494686
37.0316;-7.9948;2489104
37.0316;-7.9948;2494200
37.0316;-7.9948;2492962
37.133822;-8.617315;5230791
37.133822;-8.617315;2494686
37.133822;-8.617315;2489214
37.133822;-8.617315;7634625
37.133822;-8.617315;8097467
37.133822;-8.617315;2490669
37.133822;-8.617315;2490719
37.133822;-8.617315;5845582
37.133822;-8.617315;5228676
37.133822;-8.617315;2493660
37.133822;-8.617315;2475443
37.133822;-8.617315;2490313
37.133822;-8.617315;2488949
37.133822;-8.617315;2490681
37.133822;-8.617315;2492822
37.133822;-8.617315;2496862
37.133822;-8.617315;2497266
37.133822;-8.617315;2494200
37.133822;-8.617315;2493214
37.133822;-8.617315;2492962
37.133822;-8.617315;5231190
37.712863;-7.891448;5228228
37.712863;-7.891448;2497266
37.712863;-7.891448;2490266
37.712863;-7.891448;2474921
37.712863;-7.891448;2490613
37.712863;-7.891448;2490313
38.108898;-8.364801;2489160
37.717165;-7.86561;2490613
37.717165;-7.86561;5231235
37.717165;-7.86561;5228228
38.629041;-8.646991;2493070
38.629041;-8.646991;5228695
38.629041;-8.646991;5228676
38.108898;-8.364801;2489160
41.3203;-6.684537;2480389
38.582862;-8.672032;2492350
38.582862;-8.672032;2489160
38.460699;-8.7881;2493091
38.460699;-8.7881;2482501
38.460699;-8.7881;8097467
38.460699;-8.7881;2493012
38.460699;-8.7881;5230791
38.460699;-8.7881;2489160
38.460699;-8.7881;2487879
38.460699;-8.7881;7626513
38.460699;-8.7881;4408732
38.460699;-8.7881;2475532
37.133822;-8.617315;2492956
37.133822;-8.617315;2489214
37.133822;-8.617315;5229167
37.133822;-8.617315;8097467
37.133822;-8.617315;5230791
37.133822;-8.617315;5228684
38.460699;-8.7881;2494686
38.460699;-8.7881;2490719
38.460699;-8.7881;5845582
38.460699;-8.7881;2494708
38.460699;-8.7881;6093527
38.460699;-8.7881;2484916
38.460699;-8.7881;7634625
38.460699;-8.7881;2492460
38.460699;-8.7881;8095051
38.460699;-8.7881;6092830
38.460699;-8.7881;2494200
38.460699;-8.7881;2490310
38.460699;-8.7881;2493660
37.133822;-8.617315;2494200
37.133822;-8.617315;2494708
37.133822;-8.617315;5228676
37.133822;-8.617315;5845582
37.133822;-8.617315;2494686
37.133822;-8.617315;2490313
37.133822;-8.617315;5231190
37.133822;-8.617315;2475443
37.133822;-8.617315;2493660
37.133822;-8.617315;8095051
37.133822;-8.617315;2490669
37.133822;-8.617315;7634625
37.133822;-8.617315;2490681
37.133822;-8.617315;2490719
37.133822;-8.617315;2481042
38.460699;-8.7881;2490266
38.460699;-8.7881;5231190
38.460699;-8.7881;4408759
38.460699;-8.7881;7341500
38.460699;-8.7881;2490298
38.460699;-8.7881;5231438
38.460699;-8.7881;2489104
38.460699;-8.7881;7806848
38.460699;-8.7881;2490604
38.460699;-8.7881;2492822
38.460699;-8.7881;2492962
38.460699;-8.7881;7806848
38.460699;-8.7881;2489104
38.460699;-8.7881;4408759
38.460699;-8.7881;2490604
38.460699;-8.7881;2492867
38.460699;-8.7881;2492822
38.460699;-8.7881;5844936
38.460699;-8.7881;2489160
38.460699;-8.7881;5230791
38.460699;-8.7881;7341500
38.495787;-8.994713;5844449
38.495787;-8.994713;7626513
38.495787;-8.994713;5230791
38.495787;-8.994713;5844936
38.495787;-8.994713;2489214
38.460699;-8.7881;2493214
38.460699;-8.7881;2492350
38.460699;-8.7881;5845582
38.460699;-8.7881;5231198
38.460699;-8.7881;8095051
38.460699;-8.7881;5229493
38.460699;-8.7881;2494200
38.460699;-8.7881;2494708
38.460699;-8.7881;5231190
38.460699;-8.7881;2494686
38.460699;-8.7881;2495000
38.460699;-8.7881;2493128
38.460699;-8.7881;2477968
37.133822;-8.617315;7901064
37.133822;-8.617315;2480726
38.460699;-8.7881;2487879
37.133822;-8.617315;2489104
37.133822;-8.617315;2490298
38.460699;-8.7881;2482501
37.133822;-8.617315;2474051
37.133822;-8.617315;2492822
38.460699;-8.7881;2493012
37.133822;-8.617315;2492867
38.460699;-8.7881;7626513
38.460699;-8.7881;2489160
37.133822;-8.617315;2497266
38.460699;-8.7881;5230791
38.460699;-8.7881;2480537
38.460699;-8.7881;2490313
38.460699;-8.7881;2490604
38.460699;-8.7881;2490719
38.460699;-8.7881;2492822
38.460699;-8.7881;8097467
38.460699;-8.7881;2480482
38.460699;-8.7881;2487883
38.460699;-8.7881;2475532
38.891567;-8.938751;7341500
38.460699;-8.7881;5229493
38.460699;-8.7881;2493660
38.460699;-8.7881;4408759
38.460699;-8.7881;2494708
38.460699;-8.7881;2494686
38.891567;-8.938751;2492822
38.460699;-8.7881;7634625
38.891567;-8.938751;2480666
38.460699;-8.7881;2494200
38.460699;-8.7881;5845582
38.891567;-8.938751;2490266
38.891567;-8.938751;4408759
38.460699;-8.7881;5231198
38.460699;-8.7881;2490298
38.460699;-8.7881;5231438
38.891567;-8.938751;2494686
38.891567;-8.938751;5231190
38.460699;-8.7881;2489104
38.460699;-8.7881;7341585
38.460699;-8.7881;7806848
38.460699;-8.7881;2477968
38.460699;-8.7881;8095051
38.460699;-8.7881;2478523
38.827858;-8.92416;2495000
38.460699;-8.7881;7341500
38.460699;-8.7881;2492962
38.460699;-8.7881;2490266
38.827858;-8.92416;2490604
38.827858;-8.92416;7806848
38.827858;-8.92416;2489104
38.827858;-8.92416;7341585
38.827858;-8.92416;2474051
38.827858;-8.92416;5231438
38.460699;-8.7881;5231190
38.827858;-8.92416;8095051
38.891567;-8.938751;7634625
38.891567;-8.938751;5230791
38.827858;-8.92416;2480537
38.827858;-8.92416;5231235
38.827858;-8.92416;2489160
38.891567;-8.938751;2493091
38.827858;-8.92416;2490719
38.827858;-8.92416;2474156
38.891567;-8.938751;2490313
38.827858;-8.92416;5845582
38.827858;-8.92416;8097467
38.891567;-8.938751;4408732
38.827858;-8.92416;5231918
38.891567;-8.938751;2493012
38.827858;-8.92416;2492460
38.923693;-8.889012;2489214
38.827858;-8.92416;2492956
38.460699;-8.7881;2489160
38.460699;-8.7881;2492956
38.460699;-8.7881;2490313
38.460699;-8.7881;2489214
38.460699;-8.7881;2490719
38.460699;-8.7881;8097467
38.460699;-8.7881;7634625
38.460699;-8.7881;2480537
38.460699;-8.7881;2487883
38.460699;-8.7881;2493660
38.460699;-8.7881;2493012
38.460699;-8.7881;5231918
38.460699;-8.7881;2475443
38.460699;-8.7881;5844936
38.460699;-8.7881;5230791
38.460699;-8.7881;2482501
38.460699;-8.7881;7660710
38.460699;-8.7881;7626513
38.460699;-8.7881;5845582
38.460699;-8.7881;2487879
38.460699;-8.7881;5231438
38.460699;-8.7881;2494708
38.460699;-8.7881;2490604
38.460699;-8.7881;8095051
38.460699;-8.7881;2484916
38.460699;-8.7881;7806848
38.460699;-8.7881;2489104
38.460699;-8.7881;7341585
38.460699;-8.7881;5231190
38.460699;-8.7881;5229493
38.460699;-8.7881;5228695
38.460699;-8.7881;2495000
38.460699;-8.7881;2477950
38.460699;-8.7881;2494200
38.460699;-8.7881;4408759
38.460699;-8.7881;2490774
38.460699;-8.7881;2493214
38.460699;-8.7881;2493128
38.460699;-8.7881;2492822
38.460699;-8.7881;2492962
38.460699;-8.7881;2493118
38.460699;-8.7881;6095119
38.460699;-8.7881;7341500
38.460699;-8.7881;2480482
38.460699;-8.7881;8097467
38.460699;-8.7881;7634625
38.460699;-8.7881;2493660
38.460699;-8.7881;2487879
38.460699;-8.7881;2487883
38.460699;-8.7881;2492956
38.460699;-8.7881;7660710
38.460699;-8.7881;2493012
38.460699;-8.7881;2489214
38.460699;-8.7881;2490719
38.460699;-8.7881;5231918
38.495787;-8.994713;5228695
38.460699;-8.7881;2490313
38.460699;-8.7881;2482501
38.460699;-8.7881;2475443
38.460699;-8.7881;2490669
38.460699;-8.7881;7626513
38.495787;-8.994713;2494686
38.495787;-8.994713;8095051
38.495787;-8.994713;2494708
38.495787;-8.994713;2492867
38.495787;-8.994713;2495455
38.495787;-8.994713;5228676
38.495787;-8.994713;2490719
38.495787;-8.994713;2495708
38.495787;-8.994713;2489104
38.495787;-8.994713;2492962
38.495787;-8.994713;5845582
41.500992;-6.273622;2480696
41.500992;-6.273622;5228684
41.500992;-6.273622;2494200
41.500992;-6.273622;2489214
41.500992;-6.273622;5844449
41.500992;-6.273622;5228676
41.500992;-6.273622;2489104
41.904768;-7.101781;7634625
41.904768;-7.101781;8095051
41.904768;-7.101781;2492956
41.904768;-7.101781;7660710
41.904768;-7.101781;5229493
41.904768;-7.101781;2491498
41.904768;-7.101781;4408759
41.904768;-7.101781;5230791
41.904768;-7.101781;5231763
41.904768;-7.101781;2490719
41.904768;-7.101781;2487879
41.904768;-7.101781;2478523
41.904768;-7.101781;2492460
41.904768;-7.101781;2480389
41.904768;-7.101781;2494708
41.904768;-7.101781;2480495
41.904768;-7.101781;2494200
41.904768;-7.101781;8097467
41.904768;-7.101781;2495455
41.904768;-7.101781;2492949
41.904768;-7.101781;5231438
41.904768;-7.101781;2490604
37.941016;-7.597003;5230791
38.027777;-7.719333;2496464
37.891247;-7.560267;7806848
37.974041;-7.796903;2474156
37.974041;-7.796903;2480495
37.974041;-7.796903;2489214
37.980942;-7.653823;7806848
37.974041;-7.796903;6095119
38.027777;-7.719333;7341500
37.980942;-7.653823;2492867
37.980942;-7.653823;2489104
37.974041;-7.796903;7660710
37.974041;-7.796903;2494686
37.891247;-7.560267;5231438
37.974041;-7.796903;5228695
37.941016;-7.597003;8097467
37.891247;-7.560267;2490604
37.941016;-7.597003;5231235
37.891247;-7.560267;7341500
37.974041;-7.796903;2493012
38.027777;-7.719333;2492867
37.974041;-7.796903;5231235
37.974041;-7.796903;7634625
37.974041;-7.796903;2492822
37.980942;-7.653823;2492822
37.941016;-7.597003;2475443
37.960779;-7.708669;5231235
37.960779;-7.708669;7341500
37.891247;-7.560267;2487879
37.891247;-7.560267;2480537
37.891247;-7.560267;7660710
37.980942;-7.653823;7634625
37.980942;-7.653823;6095119
37.891247;-7.560267;2488949
37.980942;-7.653823;5228676
37.960779;-7.708669;5845582
37.980942;-7.653823;2480495
37.960779;-7.708669;2493128
37.980942;-7.653823;2494686
37.891247;-7.560267;2477968
37.960779;-7.708669;5231190
37.980942;-7.653823;2492962
37.891247;-7.560267;8095051
37.891247;-7.560267;5844936
37.980942;-7.653823;2482473
37.891247;-7.560267;2490719
37.980942;-7.653823;2489214
37.891247;-7.560267;2495000
37.980942;-7.653823;2494200
37.980942;-7.653823;2493012
37.974041;-7.796903;5230791
37.891247;-7.560267;2474051
37.980942;-7.653823;7660710
37.980942;-7.653823;5845582
37.960779;-7.708669;2490719
37.891247;-7.560267;2492962
37.960779;-7.708669;2492867
37.980942;-7.653823;2475443
37.891247;-7.560267;5229493
38.365349;-7.316894;2495455
38.365349;-7.316894;2489214
38.365349;-7.316894;2475443
38.365349;-7.316894;5228676
38.365349;-7.316894;5844936
38.365349;-7.316894;5230791
38.365349;-7.316894;2490719
38.365349;-7.316894;2480537
38.365349;-7.316894;5231235
38.365349;-7.316894;2475532
38.365349;-7.316894;2482492
38.365349;-7.316894;2487879
38.365349;-7.316894;7634625
38.365349;-7.316894;5229490
38.365349;-7.316894;2490681
38.365349;-7.316894;2474051
38.365349;-7.316894;5229493
38.365349;-7.316894;5228228
38.365349;-7.316894;2497266
38.365349;-7.316894;2494708
38.365349;-7.316894;5231190
38.365349;-7.316894;2494686
38.365349;-7.316894;2493214
38.365349;-7.316894;2492867
38.365349;-7.316894;2480495
38.365349;-7.316894;2489104
38.365349;-7.316894;2492822
38.365349;-7.316894;6095119
38.365349;-7.316894;4408759
38.365349;-7.316894;2492350
38.365349;-7.316894;2490667
38.365349;-7.316894;5231209
38.22982;-7.328052;5231209
37.48181;-8.794317;8095051
37.48181;-8.794317;2493091
37.48181;-8.794317;2492956
37.7065;-8.78785;5231438
37.7065;-8.78785;2490719
37.7065;-8.78785;2489104
37.7065;-8.78785;2494200
37.278151;-8.869336;5228684
37.278151;-8.869336;2480726
37.7065;-8.78785;2490266
37.7065;-8.78785;5230791
37.278151;-8.869336;2495414
37.7065;-8.78785;5231190
37.7065;-8.78785;2492460
37.7065;-8.78785;2492962
37.7065;-8.78785;2494708
37.7065;-8.78785;2474051
37.7065;-8.78785;2490298
37.7065;-8.78785;2493012
37.7065;-8.78785;2482501
37.7065;-8.78785;2490955
37.7065;-8.78785;4408759
37.7065;-8.78785;5229490
37.7065;-8.78785;7634625
37.7065;-8.78785;2492822
37.195057;-8.900428;5231918
37.434522;-8.785479;2482473
37.434522;-8.785479;2489214
37.434522;-8.785479;2492460
37.434522;-8.785479;2482492
37.048644;-8.969377;2480537
37.031747;-8.986602;4408759
37.075749;-8.80128;2497266
37.031747;-8.986602;2482552
37.031747;-8.986602;5739315
37.031747;-8.986602;2481042
